poorQuality,Attention,Meditation,Delta,Theta,lowAlpha, highAlpha,lowBeta,highBeta, lowGamma,midGamma
poorQuality,Attention,Meditation,Delta,Theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma
0,29,64,44189,47271,63046,126357,12143,18330,24010,4541,0, 172, 157, 0, 184, 167, 0, 246, 70, 1, 237, 149, 0, 47, 111, 0, 71, 154, 0, 93, 202, 0, 17, 189, 
0,48,100,33198,10698,11081,75123,11421,25771,15737,4814,0, 129, 174, 0, 41, 202, 0, 43, 73, 1, 37, 115, 0, 44, 157, 0, 100, 171, 0, 61, 121, 0, 18, 206, 
0,57,100,7276,25025,107856,143249,10118,25937,11906,8599,0, 28, 108, 0, 97, 193, 1, 165, 80, 2, 47, 145, 0, 39, 134, 0, 101, 81, 0, 46, 130, 0, 33, 151, 
0,66,100,104147,12303,38441,6649,4245,4688,4746,1147,1, 150, 211, 0, 48, 15, 0, 150, 41, 0, 25, 249, 0, 16, 149, 0, 18, 80, 0, 18, 138, 0, 4, 123, 
0,75,96,52791,23412,18841,3443,2464,7460,1778,1537,0, 206, 55, 0, 91, 116, 0, 73, 153, 0, 13, 115, 0, 9, 160, 0, 29, 36, 0, 6, 242, 0, 6, 1, 
0,57,90,462582,92310,109023,92380,30075,18352,21837,5447,7, 14, 246, 1, 104, 150, 1, 169, 223, 1, 104, 220, 0, 117, 123, 0, 71, 176, 0, 85, 77, 0, 21, 71, 
0,61,75,339520,82663,52084,93977,6050,27617,12739,5971,5, 46, 64, 1, 66, 231, 0, 203, 116, 1, 111, 25, 0, 23, 162, 0, 107, 225, 0, 49, 195, 0, 23, 83, 
0,61,70,226089,2530,1065,3679,401,627,598,339,3, 115, 41, 0, 9, 226, 0, 4, 41, 0, 14, 95, 0, 1, 145, 0, 2, 115, 0, 2, 86, 0, 1, 83, 
0,56,80,1821848,78205,51989,128195,26720,25790,16177,15122,27, 204, 152, 1, 49, 125, 0, 203, 21, 1, 244, 195, 0, 104, 96, 0, 100, 190, 0, 63, 49, 0, 59, 18, 
0,64,83,9539,26086,72845,39807,9136,18824,10561,6382,0, 37, 67, 0, 101, 230, 1, 28, 141, 0, 155, 127, 0, 35, 176, 0, 73, 136, 0, 41, 65, 0, 24, 238, 
